"ADDRESS","BOROUGH","BIN","ZIP","CD","HPD_VIOLATIONS","DOB_VIOLATIONS","TOTAL_VIOLATIONS","DWELLING_UNITS","VIO_UNITS_RATIO"
"165 HOWARD AVENUE","Brooklyn","3040558","11233","303","44","0","44","8","5.5"
"429 BAINBRIDGE STREET","Brooklyn","3040623","11233","303","78","0","78","16","4.9"
"704 DECATUR STREET","Brooklyn","3040659","11233","316","54","0","54","7","7.7"
"629 BAINBRIDGE STREET","Brooklyn","3040723","11233","316","10","0","10","3","3.3"
"349 CHAUNCEY STREET","Brooklyn","3040806","11233","303","37","0","37","5","7.4"
"347 CHAUNCEY STREET","Brooklyn","3040807","11233","303","22","0","22","6","3.7"
"319 CHAUNCEY STREET","Brooklyn","3040816","11233","303","19","0","19","6","3.2"
"199 HOWARD AVENUE","Brooklyn","3040820","11233","303","25","3","28","6","4.7"
"191 HOWARD AVENUE","Brooklyn","3040824","11233","303","9","0","9","3","3"
"530 BAINBRIDGE STREET","Brooklyn","3040887","11233","316","15","0","15","4","3.8"
"538 BAINBRIDGE STREET","Brooklyn","3040890","11233","316","41","0","41","6","6.8"
"491 CHAUNCEY STREET","Brooklyn","3040904","11233","316","30","0","30","5","6"
"479 CHAUNCEY STREET","Brooklyn","3040909","11233","316","28","0","28","5","5.6"
"278 CHAUNCEY STREET","Brooklyn","3041003","11233","303","102","1","103","8","12.9"
"328 CHAUNCEY STREET","Brooklyn","3041033","11233","303","28","0","28","6","4.7"
"330 CHAUNCEY STREET","Brooklyn","3041034","11233","303","51","0","51","5","10.2"
"354 CHAUNCEY STREET","Brooklyn","3041044","11233","303","85","0","85","16","5.3"
"157 SARATOGA AVENUE","Brooklyn","3041071","11233","316","28","0","28","3","9.3"
"426 CHAUNCEY STREET","Brooklyn","3041095","11233","316","14","0","14","3","4.7"
"373 MARION STREET","Brooklyn","3041104","11233","316","9","6","15","4","3.8"
"319 MARION STREET","Brooklyn","3041131","11233","316","12","0","12","3","4"
"516 CHAUNCEY STREET","Brooklyn","3041175","11233","316","40","1","41","6","6.8"
"278 MARION STREET","Brooklyn","3041228","11233","303","32","0","32","7","4.6"
"195 SUMPTER STREET","Brooklyn","3041251","11233","303","25","1","26","8","3.3"
"191 SUMPTER STREET","Brooklyn","3041253","11233","303","38","1","39","8","4.9"
"205 SUMPTER STREET","Brooklyn","3041292","11233","303","197","0","197","6","32.8"
"117 HOPKINSON AVENUE","Brooklyn","3041306","11233","316","57","0","57","15","3.8"
"442 MARION STREET","Brooklyn","3041333","11233","316","34","0","34","3","11.3"
"57 ROCKAWAY AVENUE","Brooklyn","3041364","11233","316","0","25","25","3","8.3"
"375 SUMPTER STREET","Brooklyn","3041410","11233","316","27","0","27","6","4.5"
"128 HOPKINSON AVENUE","Brooklyn","3041501","11233","316","0","21","21","3","7"
"1921 FULTON STREET","Brooklyn","3041573","11233","303","107","0","107","36","3"
"68 MAC DOUGAL STREET","Brooklyn","3041585","11233","303","30","0","30","6","5"
"121 HULL STREET","Brooklyn","3041693","11233","316","10","0","10","3","3.3"
"105 HULL STREET","Brooklyn","3041697","11233","316","24","0","24","3","8"
"103 HULL STREET","Brooklyn","3041698","11233","316","10","4","14","3","4.7"
"203 HULL STREET","Brooklyn","3041728","11233","316","28","1","29","6","4.8"
"193 HULL STREET","Brooklyn","3041732","11233","316","16","0","16","3","5.3"
"187 HULL STREET","Brooklyn","3041734","11233","316","169","0","169","6","28.2"
"183 HULL STREET","Brooklyn","3041736","11233","316","7","8","15","3","5"
"211 HULL STREET","Brooklyn","3041783","11233","316","31","0","31","6","5.2"
"1997 FULTON STREET","Brooklyn","3041798","11233","316","9","1","10","3","3.3"
"82 HULL STREET","Brooklyn","3041831","11233","316","18","0","18","3","6"
"85 SOMERS STREET","Brooklyn","3041929","11233","316","29","5","34","3","11.3"
"218 HULL STREET","Brooklyn","3041971","11233","316","35","0","35","8","4.4"
"2055 FULTON STREET","Brooklyn","3042000","11233","316","0","12","12","4","3"
"56A SOMERS STREET","Brooklyn","3042013","11233","316","18","0","18","3","6"
"101 TRUXTON STREET","Brooklyn","3042083","11233","316","23","0","23","3","7.7"
"1984 FULTON STREET","Brooklyn","3042094","11233","303","80","0","80","6","13.3"
"2008 FULTON STREET","Brooklyn","3042110","11233","303","96","0","96","3","32"
"1115 HERKIMER STREET","Brooklyn","3042122","11233","303","15","0","15","3","5"
"2172 FULTON STREET","Brooklyn","3042242","11233","316","16","0","16","4","4"
"2182 FULTON STREET","Brooklyn","3042248","11233","316","65","2","67","7","9.6"
"2204 FULTON STREET","Brooklyn","3042259","11233","316","235","1","236","4","59"
"2206 FULTON STREET","Brooklyn","3042261","11233","316","13","1","14","3","4.7"
"1449 HERKIMER STREET","Brooklyn","3042315","11233","316","41","1","42","3","14"
"255 SARATOGA AVENUE","Brooklyn","3042428","11233","316","44","0","44","3","14.7"
"1122 HERKIMER STREET","Brooklyn","3042432","11233","316","28","0","28","3","9.3"
"1258 HERKIMER STREET","Brooklyn","3042553","11233","316","19","0","19","3","6.3"
"15 PLEASANT PLACE","Brooklyn","3042645","11233","316","42","0","42","3","14"
"1328 HERKIMER STREET","Brooklyn","3042652","11233","316","91","0","91","3","30.3"
"1336 HERKIMER STREET","Brooklyn","3042656","11233","316","9","0","9","3","3"
"1871 EASTERN PARKWAY","Brooklyn","3042690","11233","316","79","0","79","3","26.3"
"1869 EASTERN PARKWAY","Brooklyn","3042691","11233","316","130","0","130","3","43.3"
"1420 HERKIMER STREET","Brooklyn","3042729","11233","316","25","0","25","3","8.3"
"1444 HERKIMER STREET","Brooklyn","3042765","11233","316","9","0","9","3","3"
"25 MARCUS GARVEY AVENUE","Brooklyn","3042823","11206","303","9","0","9","3","3"
"948 BROADWAY","Brooklyn","3042898","11221","303","15","0","15","5","3"
"353 VERNON AVENUE","Brooklyn","3042913","11206","303","18","0","18","4","4.5"
"22 STUYVESANT AVENUE","Brooklyn","3042950","11221","303","31","1","32","8","4"
"819 WILLOUGHBY AVENUE","Brooklyn","3042956","11206","303","51","1","52","8","6.5"
"994 BROADWAY","Brooklyn","3042985","11221","303","10","0","10","3","3.3"
"752 WILLOUGHBY AVENUE","Brooklyn","3043010","11206","303","31","0","31","4","7.8"
"277 HART STREET","Brooklyn","3043045","11206","303","12","0","12","4","3"
"856 WILLOUGHBY AVENUE","Brooklyn","3043048","11221","303","101","0","101","8","12.6"
"316 HART STREET","Brooklyn","3043075","11206","303","9","0","9","3","3"
"88 LEWIS AVENUE","Brooklyn","3043086","11206","303","11","0","11","3","3.7"
"313 PULASKI STREET","Brooklyn","3043099","11206","303","8","1","9","3","3"
"63 STUYVESANT AVENUE","Brooklyn","3043162","11221","303","20","0","20","6","3.3"
"4 MALCOLM X BOULEVARD","Brooklyn","3043176","11221","303","89","0","89","10","8.9"
"399 KOSCIUSKO STREET","Brooklyn","3043225","11221","303","94","2","96","12","8"
"383 KOSCIUSKO STREET","Brooklyn","3043229","11221","303","0","16","16","3","5.3"
"533 KOSCIUSKO STREET","Brooklyn","3043288","11221","303","11","0","11","3","3.7"
"981 LAFAYETTE AVENUE","Brooklyn","3043486","11221","303","15","3","18","3","6"
"884 LAFAYETTE AVENUE","Brooklyn","3043531","11221","303","23","1","24","3","8"
"886 LAFAYETTE AVENUE","Brooklyn","3043532","11221","303","44","1","45","3","15"
"211 VAN BUREN STREET","Brooklyn","3043553","11221","303","24","0","24","3","8"
"936A LAFAYETTE AVENUE","Brooklyn","3043600","11221","303","16","0","16","3","5.3"
"481 VAN BUREN STREET","Brooklyn","3043670","11221","303","88","0","88","17","5.2"
"857 GREENE AVENUE","Brooklyn","3043787","11221","303","32","0","32","8","4"
"815 GREENE AVENUE","Brooklyn","3043811","11221","303","83","14","97","9","10.8"
"909 GREENE AVENUE","Brooklyn","3043827","11221","303","3","7","10","3","3.3"
"32 PATCHEN AVENUE","Brooklyn","3043890","11221","303","25","0","25","6","4.2"
"977 GREENE AVENUE","Brooklyn","3043895","11221","303","24","0","24","3","8"
"241 MARCUS GARVEY AVENUE","Brooklyn","3043948","11221","303","10","0","10","3","3.3"
"772 GREENE AVENUE","Brooklyn","3043970","11221","303","9","0","9","3","3"
"808 GREENE AVENUE","Brooklyn","3044027","11221","303","9","0","9","3","3"
"856 GREENE AVENUE","Brooklyn","3044051","11221","303","17","0","17","4","4.3"
"1046 GREENE AVENUE","Brooklyn","3044193","11221","303","67","0","67","12","5.6"
"564 LEXINGTON AVENUE","Brooklyn","3044225","11221","303","12","0","12","4","3"
"567 QUINCY STREET","Brooklyn","3044236","11221","303","9","0","9","3","3"
"553 QUINCY STREET","Brooklyn","3044243","11221","303","88","5","93","3","31"
"551 QUINCY STREET","Brooklyn","3044244","11221","303","22","0","22","3","7.3"
"60 PATCHEN AVENUE","Brooklyn","3044374","11221","303","62","0","62","8","7.8"
"62 PATCHEN AVENUE","Brooklyn","3044375","11221","303","39","0","39","8","4.9"
"787 QUINCY STREET","Brooklyn","3044457","11221","303","31","0","31","9","3.4"
"125 MALCOLM X BOULEVARD","Brooklyn","3044525","11221","303","6","3","9","3","3"
"709 PUTNAM AVENUE","Brooklyn","3045160","11221","303","150","18","168","6","28"
"233 STUYVESANT AVENUE","Brooklyn","3045199","11221","303","56","0","56","8","7"
"763 PUTNAM AVENUE","Brooklyn","3045225","11221","303","44","0","44","6","7.3"
"834 MADISON STREET","Brooklyn","3045329","11221","303","17","0","17","3","5.7"
"931 PUTNAM AVENUE","Brooklyn","3045344","11221","303","53","0","53","4","13.3"
"685 JEFFERSON AVENUE","Brooklyn","3045508","11221","303","27","0","27","8","3.4"
"950 PUTNAM AVENUE","Brooklyn","3045628","11221","303","13","0","13","3","4.3"
"92 RALPH AVENUE","Brooklyn","3045631","11221","303","24","0","24","6","4"
"494 JEFFERSON AVENUE","Brooklyn","3045659","11221","303","24","0","24","8","3"
"545 HANCOCK STREET","Brooklyn","3045778","11233","303","12","0","12","3","0"
"575 HANCOCK STREET","Brooklyn","3045800","11233","303","97","0","97","24","4"
"770 JEFFERSON AVENUE","Brooklyn","3045923","11221","303","30","0","30","8","3.8"
"478 HANCOCK STREET","Brooklyn","3046019","11233","303","9","2","11","3","3.7"
"631 HALSEY STREET","Brooklyn","3046242","11233","303","17","3","20","3","6.7"
"675 HALSEY STREET","Brooklyn","3046345","11233","303","104","0","104","6","17.3"
"671 HALSEY STREET","Brooklyn","3046347","11233","303","32","0","32","6","5.3"
"669 HALSEY STREET","Brooklyn","3046348","11233","303","23","0","23","6","3.8"
"363 MACON STREET","Brooklyn","3046402","11233","303","19","1","20","6","3.3"
"320 STUYVESANT AVENUE","Brooklyn","3046434","11233","303","0","13","13","3","4.3"
"225 MAC DONOUGH STREET","Brooklyn","3046780","11233","303","0","30","30","3","10"
"345 STUYVESANT AVENUE","Brooklyn","3046859","11233","303","46","0","46","4","11.5"
"265 MALCOLM X BOULEVARD","Brooklyn","3046892","11233","303","0","28","28","7","4"
"412 MAC DONOUGH STREET","Brooklyn","3047144","11233","303","21","1","22","7","3.1"
"170 DECATUR STREET","Brooklyn","3047370","11233","303","72","0","72","20","3.6"
"312 DECATUR STREET","Brooklyn","3047483","11233","303","9","0","9","3","3"
"221 BAINBRIDGE STREET","Brooklyn","3047616","11233","303","40","0","40","9","4.4"
"448 DECATUR STREET","Brooklyn","3047630","11233","303","11","2","13","3","4.3"
"120A BAINBRIDGE STREET","Brooklyn","3047734","11233","303","22","0","22","3","7.3"
"173 CHAUNCEY STREET","Brooklyn","3047845","11233","303","46","0","46","6","7.7"
"242 BAINBRIDGE STREET","Brooklyn","3047862","11233","303","26","0","26","8","3.3"
"244 BAINBRIDGE STREET","Brooklyn","3047863","11233","303","50","0","50","8","6.3"
"82 MARION STREET","Brooklyn","3047916","11233","303","31","0","31","8","3.9"
"312 PATCHEN AVENUE","Brooklyn","3047921","11233","303","12","0","12","4","3"
"575 HERKIMER STREET","Brooklyn","3047981","11213","303","144","2","146","38","3.8"
"33 BUFFALO AVENUE","Brooklyn","3048241","11233","303","26","0","26","6","4.3"
"131 TOMPKINS AVENUE","Brooklyn","3048663","11206","303","9","0","9","3","3"
"956 MYRTLE AVENUE","Brooklyn","3048697","11206","303","14","0","14","4","3.5"
"8 VERNON AVENUE","Brooklyn","3048742","11206","303","86","0","86","16","5.4"
"12 VERNON AVENUE","Brooklyn","3048743","11206","303","55","0","55","16","3.4"
"611 MARCY AVENUE","Brooklyn","3048811","11206","303","18","0","18","5","3.6"
"601 MARCY AVENUE","Brooklyn","3048813","11206","303","204","3","207","20","10.3"
"521 WILLOUGHBY AVENUE","Brooklyn","3048825","11206","303","11","0","11","3","3.7"
"160 VERNON AVENUE","Brooklyn","3048832","11206","303","57","0","57","16","3.6"
"162 VERNON AVENUE","Brooklyn","3048833","11206","303","25","2","27","4","6.8"
"266 THROOP AVENUE","Brooklyn","3048853","11206","303","9","0","9","3","3"
"621 WILLOUGHBY AVENUE","Brooklyn","3048870","11206","303","126","0","126","3","42"
"611 WILLOUGHBY AVENUE","Brooklyn","3048875","11206","303","33","0","33","9","3.7"
"607 WILLOUGHBY AVENUE","Brooklyn","3048877","11206","303","37","0","37","9","4.1"
"685 WILLOUGHBY AVENUE","Brooklyn","3048924","11206","303","9","0","9","3","3"
"570 WILLOUGHBY AVENUE","Brooklyn","3049130","11206","303","31","0","31","8","3.9"
"150 TOMPKINS AVENUE","Brooklyn","3049131","11206","303","100","1","101","20","5"
"664 WILLOUGHBY AVENUE","Brooklyn","3049208","11206","303","84","0","84","36","2.3"
"18 HART STREET","Brooklyn","3049246","11206","303","14","0","14","3","4.7"
"199 PULASKI STREET","Brooklyn","3049387","11206","303","185","1","186","9","20.7"
"98 PULASKI STREET","Brooklyn","3049485","11206","303","47","4","51","5","10.2"
"100 PULASKI STREET","Brooklyn","3049486","11206","303","97","0","97","16","6.1"
"148 MARCUS GARVEY AVENUE","Brooklyn","3049570","11206","303","41","0","41","11","3.7"
"152 MARCUS GARVEY AVENUE","Brooklyn","3049571","11206","303","109","0","109","16","6.8"
"979 BEDFORD AVENUE","Brooklyn","3049596","11205","303","20","0","20","3","6.7"
"209 KOSCIUSKO STREET","Brooklyn","3049634","11216","303","17","0","17","3","5.7"
"207 KOSCIUSKO STREET","Brooklyn","3049635","11216","303","10","0","10","3","3.3"
"503 LAFAYETTE AVENUE","Brooklyn","3049763","11205","303","15","11","26","7","3.7"
"662 LAFAYETTE AVENUE","Brooklyn","3049805","11216","303","20","0","20","3","6.7"
"660 LAFAYETTE AVENUE","Brooklyn","3049807","11216","303","15","0","15","5","3"
"235 TOMPKINS AVENUE","Brooklyn","3049808","11216","303","76","0","76","8","9.5"
"284 KOSCIUSKO STREET","Brooklyn","3049830","11221","303","50","0","50","8","6.3"
"286 KOSCIUSKO STREET","Brooklyn","3049831","11221","303","25","0","25","8","3.1"
"749 LAFAYETTE AVENUE","Brooklyn","3049835","11221","303","71","0","71","8","8.9"
"745 LAFAYETTE AVENUE","Brooklyn","3049836","11221","303","88","0","88","13","6.8"
"709 LAFAYETTE AVENUE","Brooklyn","3049846","11221","303","98","0","98","24","4.1"
"308 KOSCIUSKO STREET","Brooklyn","3049857","11221","303","29","0","29","8","3.6"
"532 LAFAYETTE AVENUE","Brooklyn","3049874","11205","303","10","1","11","3","3.7"
"798 LAFAYETTE AVENUE","Brooklyn","3050038","11221","303","11","0","11","3","3.7"
"316 CLIFTON PLACE","Brooklyn","3050112","11216","303","40","0","40","11","3.6"
"40 VAN BUREN STREET","Brooklyn","3050223","11221","303","23","0","23","3","7.7"
"609 GREENE AVENUE","Brooklyn","3050267","11221","303","23","0","23","6","3.8"
"679 GREENE AVENUE","Brooklyn","3050318","11221","303","12","0","12","4","3"
"420 GREENE AVENUE","Brooklyn","3050333","11216","303","22","0","22","4","5.5"
"566 GREENE AVENUE","Brooklyn","3050423","11216","303","38","0","38","11","3.5"
"585 GREENE AVENUE","Brooklyn","3050437","11216","303","14","0","14","3","4.7"
"628 GREENE AVENUE","Brooklyn","3050457","11221","303","0","9","9","3","3"
"173 QUINCY STREET","Brooklyn","3050604","11216","303","16","0","16","3","5.3"
"315 NOSTRAND AVENUE","Brooklyn","3050617","11216","303","9","0","9","3","3"
"281 QUINCY STREET","Brooklyn","3050644","11216","303","121","1","122","25","4.9"
"257 QUINCY STREET","Brooklyn","3050654","11216","303","85","1","86","21","4.1"
"345 QUINCY STREET","Brooklyn","3050703","11216","303","19","3","22","3","7.3"
"375 GATES AVENUE","Brooklyn","3050852","11216","303","76","0","76","12","6.3"
"425 GATES AVENUE","Brooklyn","3050908","11216","303","170","0","170","11","15.5"
"587 GATES AVENUE","Brooklyn","3051021","11221","303","25","0","25","8","3.1"
"480 QUINCY STREET","Brooklyn","3051033","11221","303","251","2","253","3","84.3"
"426 GATES AVENUE","Brooklyn","3051109","11216","303","48","0","48","3","16"
"808 MARCY AVENUE","Brooklyn","3051122","11216","303","17","0","17","3","5.7"
"273 MONROE STREET","Brooklyn","3051124","11216","303","24","0","24","6","4"
"476 GATES AVENUE","Brooklyn","3051161","11216","303","30","0","30","7","4.3"
"142 MONROE STREET","Brooklyn","3051299","11216","303","27","0","27","8","3.4"
"373 NOSTRAND AVENUE","Brooklyn","3051366","11216","303","22","0","22","4","5.5"
"822 MARCY AVENUE","Brooklyn","3051409","11216","303","49","0","49","6","8.2"
"826 MARCY AVENUE","Brooklyn","3051410","11216","303","21","0","21","7","3"
"823 MARCY AVENUE","Brooklyn","3051450","11216","303","15","0","15","4","3.8"
"351 TOMPKINS AVENUE","Brooklyn","3051468","11216","303","24","0","24","3","8"
"411 MADISON STREET","Brooklyn","3051512","11221","303","0","14","14","4","3.5"
"144 MADISON STREET","Brooklyn","3051550","11216","303","54","0","54","16","3.4"
"200 MADISON STREET","Brooklyn","3051571","11216","303","0","20","20","4","5"
"239 PUTNAM AVENUE","Brooklyn","3051605","11216","303","25","0","25","8","3.1"
"246 MADISON STREET","Brooklyn","3051637","11216","303","42","0","42","8","5.3"
"415 PUTNAM AVENUE","Brooklyn","3051688","11216","303","51","2","53","4","13.3"
"389 PUTNAM AVENUE","Brooklyn","3051701","11216","303","12","0","12","3","4"
"385 A PUTNAM AVENUE","Brooklyn","3051703","11216","303","34","0","34","7","4.9"
"438 MADISON STREET","Brooklyn","3051783","11221","303","34","1","35","3","11.7"
"440 MADISON STREET","Brooklyn","3051784","11221","303","20","0","20","6","3.3"
"446 MADISON STREET","Brooklyn","3051787","11221","303","36","0","36","6","6"
"448 MADISON STREET","Brooklyn","3051788","11221","303","19","0","19","6","3.2"
"450 MADISON STREET","Brooklyn","3051789","11221","303","29","0","29","6","4.8"
"452 MADISON STREET","Brooklyn","3051790","11221","303","18","1","19","6","3.2"
"464 MADISON STREET","Brooklyn","3051795","11221","303","87","1","88","6","14.7"
"232A PUTNAM AVENUE","Brooklyn","3051849","11216","303","57","0","57","3","19"
"334 PUTNAM AVENUE","Brooklyn","3051922","11216","303","60","0","60","6","10"
"438 PUTNAM AVENUE","Brooklyn","3052052","11221","303","43","0","43","3","14.3"
"377 JEFFERSON AVENUE","Brooklyn","3052100","11221","303","15","3","18","5","3.6"
"355 JEFFERSON AVENUE","Brooklyn","3052112","11221","303","10","0","10","3","3.3"
"356 MARCUS GARVEY AVENUE","Brooklyn","3052162","11221","303","11","0","11","3","3.7"
"358 MARCUS GARVEY AVENUE","Brooklyn","3052163","11221","303","15","0","15","3","5"
"461 JEFFERSON AVENUE","Brooklyn","3052176","11221","303","14","0","14","3","4.7"
"165 HANCOCK STREET","Brooklyn","3052337","11216","303","32","0","32","4","8"
"155 HANCOCK STREET","Brooklyn","3052342","11216","303","29","1","30","10","3"
"400 TOMPKINS AVENUE","Brooklyn","3052379","11216","303","117","0","117","15","7.8"
"402 TOMPKINS AVENUE","Brooklyn","3052380","11216","303","31","0","31","6","5.2"
"409 TOMPKINS AVENUE","Brooklyn","3052412","11216","303","19","0","19","4","4.8"
"346 JEFFERSON AVENUE","Brooklyn","3052414","11221","303","81","0","81","9","9"
